Candidate_ID,Name,Age,Gender,City,Degree,Experience_Years,Skills,Projects_Count,Certifications,Resume_Summary,Target_Designation
C02583,Candidate_2583,40,Male,Bengaluru,M.Tech,1,"Flask, Git, JWT, REST, Django, MongoDB, FastAPI, MySQL, Python, Linux, PostgreSQL, Docker",4,Oracle Java,Backend Developer with 1 years of experience.,Backend Developer
C10453,Candidate_10453,34,Female,Kochi,M.Tech,4,"Google Ads, WordPress, Keyword Research, Canva, Meta Ads, Analytics, SEO, Email Marketing, Social Media",6,Meta,Digital Marketing with 4 years of experience.,Digital Marketing
C09117,Candidate_9117,38,Female,Delhi,BCA,8,"Color Theory, Prototyping, Adobe XD, Typography, UX, Illustrator, Canva, Figma, Photoshop, UI, Wireframing, After Effects",7,Meta,Designer with 8 years of experience.,Designer
C08615,Candidate_8615,39,Female,Bengaluru,M.Tech,11,"Photoshop, Color Theory, Wireframing, UI, Figma, UX, After Effects, Typography, Canva, Adobe XD, Prototyping, Illustrator",9,Oracle Java,Designer with 11 years of experience.,Designer
C06810,Candidate_6810,28,Female,Bengaluru,MCA,2,"Conflict Resolution, ATS, Compliance, Training, Recruitment, Leadership, Payroll, Employee Relations, HRMS, Onboarding, Communication, Seaborn",10,Oracle Java,HR Manager with 2 years of experience.,HR Manager
C10152,Candidate_10152,40,Female,Kochi,BCA,0,"Keyword Research, Email Marketing, SEM, Social Media, WordPress, Analytics, Content Marketing, SEO, Canva, Copywriting",10,Google DA,Digital Marketing with 0 years of experience.,Digital Marketing
C02630,Candidate_2630,36,Male,Kochi,MCA,0,"SQL, Pandas, Statistics, NumPy, Python, Seaborn, DAX, PyTorch",5,AWS CCP,Data Analyst with 0 years of experience.,Digital Marketing
C02056,Candidate_2056,39,Male,Kochi,B.Sc,7,"Git, FastAPI, JWT, MongoDB, Python, Django, Flask, PostgreSQL, Linux, Docker, MySQL, REST",10,Azure AZ-900,Backend Developer with 7 years of experience.,Backend Developer
C06728,Candidate_6728,24,Female,Delhi,MCA,7,"Payroll, Conflict Resolution, HRMS, Employee Relations, Training, Leadership, Compliance, Communication, Excel, ATS, Recruitment",6,Oracle Java,HR Manager with 7 years of experience.,Data Analyst
C02657,Candidate_2657,23,Male,Delhi,B.Tech,11,"Python, Power BI, Pandas, SQL, Tableau, ETL, DAX, NumPy, Excel, Matplotlib, Statistics, Seaborn",3,TensorFlow,Data Analyst with 11 years of experience.,Data Analyst
C07060,Candidate_7060,34,Female,Bengaluru,B.Sc,8,"Recruitment, Communication, ATS, Leadership, Excel, Payroll, Keyword Research, Email Marketing",1,Power BI,HR Manager with 8 years of experience.,HR Manager
C06345,Candidate_6345,22,Female,Chennai,BCA,10,"Pandas, MLflow, Scikit-learn, NumPy, SQL, Docker, TensorFlow, Python, PyTorch, Git",2,TensorFlow,ML Engineer with 10 years of experience.,ML Engineer
C07022,Candidate_7022,34,Male,Delhi,B.Sc,6,"HRMS, ATS, Conflict Resolution, Compliance, Employee Relations, Payroll, Recruitment, Excel, Leadership",9,TensorFlow,HR Manager with 6 years of experience.,HR Manager
C02254,Candidate_2254,29,Female,Chennai,B.Tech,14,"REST, Docker, FastAPI, JWT, Flask, Django, PostgreSQL, Python, Linux, MySQL, MongoDB, Git",6,AWS CCP,Backend Developer with 14 years of experience.,Backend Developer
C07563,Candidate_7563,24,Male,Bengaluru,MCA,11,"Payroll, Onboarding, ATS, Training, Employee Relations, Excel, Recruitment, Conflict Resolution, HRMS, Communication, Leadership, Compliance",6,Oracle Java,HR Manager with 11 years of experience.,HR Manager
C02547,Candidate_2547,37,Male,Mumbai,B.Tech,13,"Python, Docker, PostgreSQL, Git, Flask, FastAPI, MySQL, Linux, JWT",6,Azure AZ-900,Backend Developer with 13 years of experience.,Backend Developer
C01171,Candidate_1171,34,Male,Pune,B.Tech,5,"Bootstrap, Next.js, CSS, Vite, Git, REST, JavaScript, Canva, Photoshop",8,TensorFlow,Front End Developer with 5 years of experience.,Front End Developer
C06673,Candidate_6673,28,Female,Hyderabad,BCA,8,"Training, Employee Relations, Payroll, Excel, Recruitment, Compliance, Onboarding, HRMS, Conflict Resolution, Leadership, Communication",6,AWS CCP,HR Manager with 8 years of experience.,HR Manager
C10397,Candidate_10397,38,Male,Kochi,MCA,15,"Analytics, SEO, Content Marketing, Keyword Research, Canva, Google Ads, Social Media, SEM, WordPress, Meta Ads, Copywriting, Email Marketing",3,Azure AZ-900,Digital Marketing with 15 years of experience.,Digital Marketing
C09668,Candidate_9668,40,Female,Delhi,B.Tech,7,"Social Media, Meta Ads, WordPress, Google Ads, Analytics, Email Marketing, SEO, SEM, Copywriting, Content Marketing",9,Oracle Java,Digital Marketing with 7 years of experience.,Digital Marketing
C09756,Candidate_9756,38,Male,Delhi,BCA,13,"Keyword Research, Canva, Email Marketing, Meta Ads, SEM, Social Media, Content Marketing, Analytics, WordPress, Google Ads, SEO",3,Power BI,Digital Marketing with 13 years of experience.,Digital Marketing
C05966,Candidate_5966,38,Female,Delhi,M.Tech,3,"Python, Scikit-learn, NLP, CV, MLflow, Docker, NumPy, Pandas, TensorFlow, PyTorch, Excel, Seaborn",8,AWS CCP,ML Engineer with 3 years of experience.,ML Engineer
C04569,Candidate_4569,30,Female,Bengaluru,B.Sc,12,"Azure, Terraform, CI/CD, Jenkins, Kubernetes, Docker, GCP, Linux",2,Power BI,Cloud Engineer with 12 years of experience.,Cloud Engineer
C00448,Candidate_448,38,Male,Chennai,B.Tech,10,"React, Vite, CSS, REST, Bootstrap, Tailwind, HTML, Next.js, Redux, Git",10,Oracle Java,Front End Developer with 10 years of experience.,Front End Developer
C10042,Candidate_10042,31,Male,Mumbai,B.Sc,3,"Google Ads, SEM, Canva, Content Marketing, Copywriting, Email Marketing, Keyword Research, Analytics, WordPress, SEO",1,Oracle Java,Digital Marketing with 3 years of experience.,Designer
C00359,Candidate_359,35,Male,Bengaluru,BCA,11,"Redux, Bootstrap, Next.js, React, JavaScript, CSS, REST, TypeScript, Git",10,AWS CCP,Front End Developer with 11 years of experience.,Front End Developer
C02782,Candidate_2782,38,Male,Kochi,M.Tech,13,"Pandas, Excel, Python, Power BI, Statistics, NumPy, Seaborn, ETL, SQL, Email Marketing",2,Oracle Java,Data Analyst with 13 years of experience.,Data Analyst
C01184,Candidate_1184,25,Male,Bengaluru,B.Tech,14,"HTML, Next.js, REST, Vite, JavaScript, Bootstrap, TypeScript, Redux, Git, CSS",2,Oracle Java,Front End Developer with 14 years of experience.,Front End Developer
C04951,Candidate_4951,28,Female,Chennai,M.Tech,6,"AWS, Docker, Terraform, Networking, Ansible, Linux, Azure, Python, Jenkins",9,Google DA,Cloud Engineer with 6 years of experience.,Cloud Engineer
C01061,Candidate_1061,24,Female,Kochi,B.Tech,11,"CSS, REST, Git, Bootstrap, Vite, Next.js, HTML, Tailwind, TypeScript, React",1,Oracle Java,Front End Developer with 11 years of experience.,Front End Developer
C08186,Candidate_8186,37,Male,Chennai,B.Sc,9,"UX, Adobe XD, Illustrator, After Effects, Photoshop, UI, Figma, Typography, Wireframing, WordPress, SEO",9,Azure AZ-900,Designer with 9 years of experience.,Front End Developer
C07095,Candidate_7095,29,Female,Mumbai,B.Tech,2,"Communication, Training, ATS, Recruitment, HRMS, Compliance, Conflict Resolution, Leadership, Payroll",1,Azure AZ-900,HR Manager with 2 years of experience.,HR Manager
C04700,Candidate_4700,25,Male,Mumbai,M.Tech,12,"CI/CD, Ansible, Networking, Azure, Kubernetes, AWS, Jenkins, Terraform, Flask, Linux",9,Oracle Java,Cloud Engineer with 12 years of experience.,Cloud Engineer
C01499,Candidate_1499,35,Female,Hyderabad,MCA,2,"FastAPI, Django, Flask, Git, PostgreSQL, Linux, REST, JWT, MongoDB",3,Power BI,Backend Developer with 2 years of experience.,Backend Developer
C02325,Candidate_2325,38,Male,Bengaluru,B.Sc,12,"PostgreSQL, JWT, REST, MongoDB, FastAPI, Git, Docker, Python, Django",7,Oracle Java,Backend Developer with 12 years of experience.,Backend Developer
C02165,Candidate_2165,34,Male,Mumbai,BCA,5,"FastAPI, MongoDB, Python, MySQL, JWT, Linux, Django, REST, PostgreSQL, Docker, Flask, Git",5,Oracle Java,Backend Developer with 5 years of experience.,Backend Developer
C00763,Candidate_763,28,Male,Chennai,B.Sc,12,"Redux, React, Bootstrap, REST, Vite, JavaScript, Tailwind, CSS, TypeScript",10,Oracle Java,Front End Developer with 12 years of experience.,Front End Developer
C09732,Candidate_9732,40,Male,Chennai,BCA,4,"Content Marketing, Keyword Research, Analytics, WordPress, Google Ads, SEM, Copywriting, Email Marketing, SEO, Canva, Social Media",9,AWS CCP,Digital Marketing with 4 years of experience.,Digital Marketing
C04390,Candidate_4390,39,Male,Bengaluru,MCA,2,"Docker, GCP, CI/CD, Azure, Kubernetes, Linux, Python, Jenkins, Terraform, Networking, Ansible",3,Oracle Java,Cloud Engineer with 2 years of experience.,Cloud Engineer
C04090,Candidate_4090,23,Female,Mumbai,M.Tech,14,"GCP, Python, AWS, Kubernetes, Docker, Terraform, Networking, CI/CD, Ansible, Jenkins",3,Azure AZ-900,Cloud Engineer with 14 years of experience.,Cloud Engineer
C03243,Candidate_3243,22,Female,Pune,MCA,11,"Tableau, NumPy, Matplotlib, Excel, Statistics, Python, DAX, SQL, ETL, Power BI, Pandas",1,TensorFlow,Data Analyst with 11 years of experience.,Digital Marketing
C00941,Candidate_941,24,Male,Mumbai,B.Tech,3,"CSS, REST, JavaScript, Next.js, Vite, Tailwind, Redux, Git",7,AWS CCP,Front End Developer with 3 years of experience.,Front End Developer
C10265,Candidate_10265,24,Female,Hyderabad,B.Tech,0,"WordPress, SEM, SEO, Keyword Research, Social Media, Analytics, Meta Ads, Content Marketing, Canva, Tableau, Statistics",3,Azure AZ-900,Digital Marketing with 0 years of experience.,Digital Marketing
C01820,Candidate_1820,38,Male,Bengaluru,B.Sc,6,"PostgreSQL, REST, MongoDB, Django, Git, Flask, Python, Linux",2,Google DA,Backend Developer with 6 years of experience.,Backend Developer
C10324,Candidate_10324,40,Male,Chennai,M.Tech,10,"SEM, Email Marketing, Meta Ads, Keyword Research, Content Marketing, Canva, Google Ads, SEO, WordPress",4,Power BI,Digital Marketing with 10 years of experience.,Digital Marketing
C05277,Candidate_5277,37,Male,Delhi,M.Tech,1,"NLP, SQL, CV, Pandas, Python, TensorFlow, NumPy, PyTorch, MLflow",9,Oracle Java,ML Engineer with 1 years of experience.,ML Engineer
C04849,Candidate_4849,28,Female,Chennai,MCA,4,"Docker, Jenkins, Azure, Networking, Python, Ansible, CI/CD, Linux, GCP, Kubernetes, Terraform, AWS",8,Oracle Java,Cloud Engineer with 4 years of experience.,Cloud Engineer
C05950,Candidate_5950,38,Male,Chennai,BCA,9,"Docker, Git, Pandas, PyTorch, TensorFlow, CV, Python, Scikit-learn, NLP, MLflow, SQL, NumPy",4,Power BI,ML Engineer with 9 years of experience.,ML Engineer
C07275,Candidate_7275,24,Female,Kochi,B.Sc,14,"Employee Relations, ATS, Payroll, HRMS, Leadership, Communication, Onboarding, Excel, Training, Compliance, Conflict Resolution, Recruitment",4,Oracle Java,HR Manager with 14 years of experience.,HR Manager
C05989,Candidate_5989,36,Female,Delhi,B.Tech,7,"TensorFlow, Scikit-learn, CV, NLP, SQL, Pandas, Docker, Git, NumPy, MLflow, PyTorch",8,Power BI,ML Engineer with 7 years of experience.,Cloud Engineer
C09582,Candidate_9582,37,Female,Mumbai,B.Tech,8,"Social Media, Keyword Research, Canva, Analytics, WordPress, Copywriting, Meta Ads, SEM, Content Marketing, Email Marketing, Google Ads, SEO",9,Google DA,Digital Marketing with 8 years of experience.,Digital Marketing
C00011,Candidate_11,35,Female,Mumbai,M.Tech,0,"Bootstrap, Redux, React, Next.js, Vite, JavaScript, TypeScript, Git, CSS, Tailwind",8,Oracle Java,Front End Developer with 0 years of experience.,Front End Developer
C10207,Candidate_10207,27,Female,Kochi,MCA,8,"Meta Ads, WordPress, Analytics, SEO, Copywriting, Social Media, Google Ads, Content Marketing, Email Marketing",5,Google DA,Digital Marketing with 8 years of experience.,Digital Marketing
C02279,Candidate_2279,21,Female,Mumbai,B.Tech,9,"Python, MySQL, JWT, Flask, Docker, FastAPI, Django, Linux",2,Oracle Java,Backend Developer with 9 years of experience.,Backend Developer
C07676,Candidate_7676,21,Female,Kochi,B.Tech,15,"Training, ATS, Communication, Excel, Onboarding, Conflict Resolution, Leadership, HRMS",10,TensorFlow,HR Manager with 15 years of experience.,Digital Marketing
C01010,Candidate_1010,38,Male,Hyderabad,B.Sc,3,"Vite, Next.js, TypeScript, React, Tailwind, Git, Bootstrap, HTML, Redux, REST, JavaScript, CSS",4,Azure AZ-900,Front End Developer with 3 years of experience.,Front End Developer
C03864,Candidate_3864,26,Female,Delhi,M.Tech,1,"Power BI, Excel, SQL, ETL, Tableau, DAX, Statistics, Matplotlib, NumPy, Python",9,Oracle Java,Data Analyst with 1 years of experience.,Data Analyst
C04102,Candidate_4102,23,Male,Kochi,BCA,11,"AWS, Ansible, Jenkins, Terraform, GCP, CI/CD, Networking, Kubernetes, Azure, Linux",10,Oracle Java,Cloud Engineer with 11 years of experience.,Cloud Engineer
C08111,Candidate_8111,31,Female,Kochi,B.Sc,15,"Wireframing, Typography, Color Theory, Illustrator, Prototyping, Canva, Photoshop, Figma, Adobe XD, UX, After Effects",8,Power BI,Designer with 15 years of experience.,Designer
C02091,Candidate_2091,37,Male,Hyderabad,BCA,1,"Git, Python, Django, MySQL, MongoDB, FastAPI, PostgreSQL, JWT, REST, Docker, Flask",4,Oracle Java,Backend Developer with 1 years of experience.,Backend Developer
C09786,Candidate_9786,33,Female,Pune,B.Tech,13,"Google Ads, Content Marketing, Copywriting, Meta Ads, SEM, Social Media, Keyword Research, WordPress, SEO, Analytics, Canva",5,AWS CCP,Digital Marketing with 13 years of experience.,Digital Marketing
C06484,Candidate_6484,31,Female,Delhi,BCA,8,"CV, Python, NLP, Git, Docker, SQL, NumPy, PyTorch, TensorFlow, Scikit-learn, Pandas, MLflow",1,Oracle Java,ML Engineer with 8 years of experience.,ML Engineer
C02494,Candidate_2494,36,Male,Chennai,M.Tech,15,"Python, MongoDB, FastAPI, Django, PostgreSQL, Docker, Git, JWT, Linux",10,Meta,Backend Developer with 15 years of experience.,Backend Developer
C03248,Candidate_3248,31,Female,Delhi,BCA,9,"ETL, Excel, Statistics, Tableau, Seaborn, DAX, Power BI, SQL, NumPy, Pandas",8,AWS CCP,Data Analyst with 9 years of experience.,Data Analyst
C04960,Candidate_4960,35,Male,Chennai,BCA,5,"Jenkins, Terraform, Ansible, Docker, CI/CD, GCP, Python, Kubernetes",10,AWS CCP,Cloud Engineer with 5 years of experience.,Cloud Engineer
C05344,Candidate_5344,40,Male,Hyderabad,B.Tech,9,"Git, CV, NLP, SQL, Python, TensorFlow, MLflow, PyTorch",3,Oracle Java,ML Engineer with 9 years of experience.,ML Engineer
C00217,Candidate_217,30,Female,Delhi,M.Tech,2,"REST, HTML, Tailwind, Bootstrap, JavaScript, CSS, Next.js, TypeScript, Redux, React, Git, UX",4,AWS CCP,Front End Developer with 2 years of experience.,Front End Developer
C02410,Candidate_2410,30,Male,Chennai,B.Tech,8,"REST, MySQL, Django, Linux, PostgreSQL, Flask, Git, FastAPI",6,Google DA,Backend Developer with 8 years of experience.,Backend Developer
C10255,Candidate_10255,27,Female,Chennai,MCA,15,"Canva, Content Marketing, WordPress, Analytics, Keyword Research, Social Media, Google Ads, Copywriting, Meta Ads",4,Meta,Digital Marketing with 15 years of experience.,Digital Marketing
C01404,Candidate_1404,29,Male,Kochi,BCA,8,"Linux, PostgreSQL, Docker, Python, Django, JWT, Git, MongoDB, REST, MySQL",6,Power BI,Backend Developer with 8 years of experience.,Backend Developer
C02886,Candidate_2886,26,Female,Kochi,M.Tech,8,"Python, NumPy, Power BI, SQL, Statistics, Seaborn, DAX, Pandas, ETL, Excel, Matplotlib, Tableau",4,Oracle Java,Data Analyst with 8 years of experience.,Data Analyst
C08549,Candidate_8549,29,Female,Mumbai,MCA,8,"Typography, Figma, Prototyping, Color Theory, Wireframing, UX, Photoshop, Adobe XD, Canva",3,Power BI,Designer with 8 years of experience.,Designer
C07289,Candidate_7289,37,Male,Hyderabad,MCA,13,"Conflict Resolution, Communication, Leadership, Excel, ATS, Compliance, HRMS, Recruitment, Payroll, Employee Relations, Onboarding, Training",1,Power BI,HR Manager with 13 years of experience.,HR Manager
C05930,Candidate_5930,24,Female,Chennai,MCA,9,"Pandas, Docker, NumPy, TensorFlow, CV, SQL, PyTorch, Scikit-learn, Python",6,Power BI,ML Engineer with 9 years of experience.,ML Engineer
C04957,Candidate_4957,21,Male,Bengaluru,B.Sc,3,"Ansible, Docker, AWS, Kubernetes, GCP, Python, Azure, CI/CD, Linux",7,Google DA,Cloud Engineer with 3 years of experience.,Cloud Engineer
C03702,Candidate_3702,31,Male,Delhi,M.Tech,0,"Pandas, Matplotlib, Python, ETL, Seaborn, SQL, Tableau, Power BI, Statistics, Excel, DAX",5,AWS CCP,Data Analyst with 0 years of experience.,ML Engineer
C00769,Candidate_769,31,Female,Mumbai,B.Tech,0,"Redux, CSS, Next.js, React, Git, REST, JavaScript, TypeScript, Tailwind, Vite, HTML, Bootstrap",8,Oracle Java,Front End Developer with 0 years of experience.,Front End Developer
C02575,Candidate_2575,22,Female,Pune,B.Sc,4,"Linux, Docker, REST, MySQL, FastAPI, MongoDB, JWT, Python, Django, Flask, PostgreSQL, Git",9,Oracle Java,Backend Developer with 4 years of experience.,Backend Developer
C08370,Candidate_8370,27,Male,Kochi,B.Tech,10,"Photoshop, UI, UX, Figma, Color Theory, Typography, Prototyping, Illustrator, Wireframing, Adobe XD, After Effects, Canva",4,AWS CCP,Designer with 10 years of experience.,Designer
C00173,Candidate_173,37,Male,Mumbai,M.Tech,12,"Git, JavaScript, Vite, Next.js, CSS, Redux, TypeScript, HTML, Bootstrap, React, Tailwind",1,AWS CCP,Front End Developer with 12 years of experience.,Designer
C08514,Candidate_8514,25,Female,Kochi,M.Tech,0,"Wireframing, UX, Illustrator, Figma, Photoshop, Typography, Adobe XD, UI, Canva, After Effects, Prototyping, Color Theory",4,Meta,Designer with 0 years of experience.,Designer
C09612,Candidate_9612,30,Female,Kochi,B.Tech,11,"Keyword Research, Social Media, Copywriting, Google Ads, SEO, Content Marketing, Analytics, Canva, Email Marketing, Meta Ads, SEM",1,Oracle Java,Digital Marketing with 11 years of experience.,Digital Marketing
C02539,Candidate_2539,33,Male,Hyderabad,MCA,12,"Python, JWT, Docker, Linux, MongoDB, Git, Django, FastAPI, PostgreSQL, REST, Flask",9,TensorFlow,Backend Developer with 12 years of experience.,Backend Developer
C05303,Candidate_5303,38,Male,Kochi,BCA,12,"Pandas, Docker, SQL, TensorFlow, Python, Scikit-learn, NLP, Git",6,Oracle Java,ML Engineer with 12 years of experience.,Cloud Engineer
C02813,Candidate_2813,36,Male,Hyderabad,BCA,6,"Seaborn, Tableau, NumPy, DAX, Statistics, Python, Matplotlib, Pandas, ETL, Excel, Content Marketing, SEO",8,Azure AZ-900,Data Analyst with 6 years of experience.,Data Analyst
C01508,Candidate_1508,25,Female,Mumbai,M.Tech,15,"PostgreSQL, MySQL, Linux, FastAPI, REST, JWT, Django, Flask, Docker, Git, MongoDB, Python",9,Oracle Java,Backend Developer with 15 years of experience.,Backend Developer
C03843,Candidate_3843,21,Female,Pune,MCA,10,"Statistics, Python, NumPy, Tableau, Pandas, Matplotlib, ETL, SQL, Power BI, Excel, Seaborn, NLP",7,Azure AZ-900,Data Analyst with 10 years of experience.,Data Analyst
C02053,Candidate_2053,31,Male,Kochi,B.Tech,7,"Git, Flask, MongoDB, FastAPI, REST, Django, MySQL, JWT, Python",9,Azure AZ-900,Backend Developer with 7 years of experience.,Backend Developer
C01496,Candidate_1496,33,Male,Hyderabad,M.Tech,14,"Git, Linux, Django, JWT, Flask, Python, Docker, MongoDB",4,Meta,Backend Developer with 14 years of experience.,Backend Developer
